Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments
Summer ,30/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1542.5,1.2%,19,0.35,7,4,168.00,79,32,2
Summer ,31/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1992.3,1.2%,24,1.16,28,7,84.56,47,33,3
Fall ,01/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1780,1.1%,19,0.28,5,0,119.28,72,21,7
Fall ,02/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2567,1.3%,32,0.91,29,6,112.00,76,39,11
Fall ,03/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2870,1.4%,40,0.53,21,2,240.24,79,20,8
Fall ,04/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3001,1.3%,38,0.78,29,5,173.60,88,24,8
Fall ,05/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1880,1.2%,23,0.38,9,4,64.40,24,39,9
Fall ,06/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1930,1.1%,21,1.15,24,4,119.28,67,32,6
Fall ,07/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2402,1.4%,34,0.71,24,5,129.36,65,11,10
Fall ,08/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2678,1.2%,31,1.38,43,3,278.88,94,23,7
Fall ,09/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1775,1.6%,28,0.21,6,2,112.00,89,44,9
Fall ,10/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2950,1.1%,31,0.77,24,2,148.40,42,38,7
Fall ,11/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2843,1.3%,37,0.64,24,2,399.28,59,20,7
Fall ,12/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3224,1.6%,51,1.27,64,3,142.80,83,36,8
Fall ,13/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2370,1.3%,31,1.35,41,2,161.84,59,36,5
Fall ,14/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2065,1.2%,25,0.61,15,2,170.80,83,11,6
Fall ,15/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1991,1.4%,28,0.87,24,1,66.64,78,44,8
Fall ,16/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2937,1.7%,48,1.33,64,3,40.88,47,2,12
Fall ,17/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3319,1.2%,40,1.12,45,1,97.44,49,8,4
Fall ,18/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2494,1.3%,33,0.47,16,2,128.80,40,11,5
Fall ,19/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3198,1.4%,43,1.01,44,2,95.20,32,2,6
Fall ,20/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2264,1.2%,26,0.71,19,3,173.04,64,38,2
Fall ,21/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2415,1.6%,37,0.40,15,5,176.40,78,8,6
Fall ,22/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1873,1.3%,24,0.47,11,2,170.80,59,42,4
Fall ,23/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2062,1.2%,24,1.46,35,1,82.32,67,18,10
Fall ,24/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3139,1.1%,36,1.44,52,2,33.60,67,44,8
Fall ,25/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1727,1.6%,27,0.40,11,2,44.00,47,35,6
Fall ,26/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2254,1.1%,25,0.29,7,2,301.84,36,27,8
Fall ,27/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1786,1.3%,24,1.01,24,4,94.08,46,38,7
Fall ,28/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2530,1.2%,31,1.29,40,3,72.80,95,3,8
Fall ,29/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1869,1.1%,20,0.23,5,2,104.16,74,42,4
Fall ,30/09/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2045,1.0%,21,1.45,30,4,162.40,62,15,7
Fall ,01/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2492,1.4%,35,1.18,41,2,141.12,50,47,4
Fall ,02/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1980,1.2%,24,1.45,34,4,36.96,38,36,8
Fall ,03/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1719,1.1%,18,0.51,9,2,168.00,102,8,11
Fall ,04/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2351,1.2%,28,0.35,10,4,165.76,83,41,7
Fall ,05/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2061,1.7%,35,0.45,16,6,24.80,91,15,5
Fall ,06/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2569,1.0%,26,1.05,28,3,92.40,61,44,4
Fall ,07/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3154,1.3%,42,0.34,14,3,304.64,68,42,9
Fall ,08/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3034,1.4%,41,0.33,14,3,48.16,89,27,4
Fall ,09/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2500,0.9%,23,1.40,32,5,80.64,56,42,3
Fall ,10/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2399,1.3%,32,0.73,23,6,245.28,48,33,4
Fall ,11/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2962,1.3%,38,0.33,12,2,164.64,78,20,9
Fall ,12/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2165,1.3%,29,1.38,40,4,95.76,71,42,6
Fall ,13/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2565,1.3%,32,0.68,22,5,309.68,89,44,5
Fall ,14/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2398,1.4%,33,0.60,20,3,154.00,62,42,3
Fall ,15/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2328,1.3%,31,1.15,36,6,147.84,80,42,10
Fall ,16/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2434,1.7%,41,0.94,39,0,188.16,79,9,2
Fall ,17/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2111,1.5%,31,0.81,25,5,99.12,78,38,6
Fall ,18/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2902,1.4%,39,0.21,8,4,69.44,92,51,8
Fall ,19/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2254,1.5%,33,0.76,25,4,2.40,64,38,8
Fall ,20/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2562,1.5%,38,1.11,42,8,102.48,53,33,9
Fall ,21/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2741,1.3%,36,1.19,43,3,165.20,61,30,10
Fall ,22/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2290,1.4%,32,0.45,14,5,178.64,90,36,8
Fall ,23/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2109,1.2%,24,0.48,12,6,64.40,32,48,7
Fall ,24/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2977,1.6%,47,1.00,47,2,313.04,82,24,11
Fall ,25/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1816,1.5%,27,0.51,14,3,238.00,78,30,3
Fall ,26/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2719,1.4%,37,0.82,30,6,70.56,25,8,5
Fall ,27/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3110,0.9%,29,0.78,22,5,81.76,76,21,10
Fall ,28/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2685,1.1%,29,1.10,32,3,250.88,66,18,2
Fall ,29/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2432,1.4%,35,0.78,27,6,72.24,89,20,12
Fall ,30/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1904,1.4%,26,0.71,18,7,228.48,66,9,4
Fall ,31/10/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2117,1.2%,25,0.83,20,7,50.40,92,41,6
Fall ,01/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2503,1.3%,34,0.61,20,5,5.60,85,41,7
Fall ,02/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2827,1.2%,35,1.02,35,3,45.60,60,45,5
Fall ,03/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3147,1.3%,41,0.58,24,6,310.24,88,29,9
Fall ,04/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2429,1.7%,41,1.18,48,4,80.64,89,11,9
Fall ,05/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2304,1.2%,28,0.70,20,2,134.40,53,30,11
Fall ,06/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2116,1.4%,29,0.45,13,5,140.56,52,17,4
Fall ,07/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2857,1.3%,36,1.37,49,7,170.24,68,17,5
Fall ,08/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1635,1.3%,22,0.89,19,4,8.80,53,41,6
Fall ,09/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2976,1.4%,41,0.94,39,4,178.64,46,18,8
Fall ,10/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2452,1.2%,30,1.10,33,3,120.40,48,38,9
Fall ,11/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1983,1.4%,27,1.24,33,8,152.32,90,6,9
Fall ,12/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2263,1.3%,29,0.88,25,3,99.68,90,39,6
Fall ,13/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2367,0.9%,22,0.42,9,3,155.68,76,44,3
Fall ,14/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3092,1.3%,40,0.59,23,7,127.68,52,18,6
Fall ,15/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2257,1.1%,26,0.50,13,7,155.68,67,11,9
Fall ,16/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2099,1.5%,30,1.28,39,2,284.48,89,9,4
Fall ,17/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2337,1.3%,29,0.98,29,6,68.32,70,50,6
Fall ,18/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3321,1.0%,34,0.79,27,5,52.08,64,45,6
Fall ,19/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2682,1.4%,39,0.15,6,3,133.84,62,21,9
Fall ,20/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1793,1.2%,21,1.08,23,3,267.68,48,39,3
Fall ,21/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2010,1.2%,25,1.27,31,3,206.64,90,23,3
Fall ,22/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3104,1.0%,32,1.19,38,4,82.88,43,42,6
Fall ,23/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2570,1.6%,41,0.62,25,5,110.88,59,14,8
Fall ,24/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2350,1.3%,30,0.87,26,6,140.56,23,17,7
Fall ,25/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2305,1.5%,33,0.79,26,6,159.04,91,11,11
Fall ,26/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1688,1.0%,16,0.79,13,6,169.12,55,35,5
Fall ,27/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2857,1.1%,30,1.16,35,4,184.80,58,3,7
Fall ,28/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,3154,1.5%,46,0.55,25,4,183.12,89,29,3
Fall ,29/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2889,1.0%,30,0.47,14,6,98.56,95,9,2
Fall ,30/11/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2977,1.0%,31,0.43,13,2,192.08,55,8,10
Spring ,01/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1336.4,1.0%,13,0.80,11,6,0.00,76,11,3
Spring ,02/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1988.8,1.0%,19,1.28,24,3,36.80,60,12,5
Spring ,03/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1186,0.9%,10,0.71,7,4,43.12,55,5,1
Spring ,04/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,972.8,1.1%,10,1.82,19,5,75.04,50,12,4
Spring ,05/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1351.2,0.8%,11,0.40,4,7,76.16,90,3,4
Spring ,06/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1537.6,0.6%,10,0.50,5,6,179.20,77,9,6
Spring ,07/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1964.6,0.9%,18,0.74,13,3,100.80,70,6,0
Spring ,08/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1512,0.7%,11,0.94,10,5,134.40,56,12,1
Spring ,09/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,899.4,1.2%,10,1.78,19,5,42.00,90,2,0
Spring ,10/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1962,0.7%,15,1.69,25,4,0.00,40,3,3
Spring ,11/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1689.2,0.8%,13,1.55,20,5,215.60,86,6,6
Spring ,12/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1984.4,0.8%,16,1.10,17,5,174.72,64,14,4
Spring ,13/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1097.2,1.0%,11,0.69,7,4,117.60,48,2,2
Spring ,14/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1474.8,0.9%,13,1.77,22,1,0.00,59,5,4
Spring ,15/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2145.4,0.7%,14,1.96,27,9,60.48,85,11,1
Spring ,16/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1757.2,0.5%,9,1.28,12,5,38.08,60,11,8
Spring ,17/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1496.6,1.0%,15,0.62,10,3,44.80,36,2,1
Spring ,18/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1108.8,0.8%,9,1.31,11,8,173.60,54,6,1
Spring ,19/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1791.8,0.6%,11,0.72,8,1,0.00,70,9,3
Spring ,20/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1875,1.0%,19,1.21,23,5,190.40,62,8,1
Spring ,21/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1543.8,1.0%,15,1.08,16,2,89.60,52,0,1
Spring ,22/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1640.6,0.9%,14,1.89,27,4,120.40,43,11,2
Spring ,23/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1251.2,0.8%,10,1.35,14,4,210.00,59,6,6
Spring ,24/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1492,1.0%,14,0.71,10,4,52.64,54,6,0
Spring ,25/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1809.2,0.9%,16,0.38,6,4,32.00,74,8,1
Spring ,26/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1745.4,0.8%,13,1.90,25,7,130.48,34,8,3
Spring ,27/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1997.4,1.0%,21,1.51,31,0,1.60,60,0,3
Spring ,28/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1937.8,0.6%,12,0.81,10,6,22.40,52,6,0
Spring ,29/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1107.2,0.7%,8,1.66,13,4,171.36,47,5,4
Spring ,30/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1816.6,0.7%,13,1.18,15,5,72.80,32,8,7
Spring ,31/03/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1437.4,0.5%,7,1.84,13,4,82.88,102,6,0
Spring ,01/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1881,1.0%,19,1.52,29,5,40.88,59,11,3
Spring ,02/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1723.8,0.8%,13,0.54,7,9,44.80,24,11,2
Spring ,03/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1098.8,1.2%,14,0.39,5,0,39.20,97,8,1
Spring ,04/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1306.2,0.8%,10,0.74,7,3,7.20,61,14,3
Spring ,05/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2073.2,0.7%,15,2.07,30,2,52.64,83,15,1
Spring ,06/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1047.4,1.3%,13,1.51,20,4,111.44,50,5,3
Spring ,07/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2104,1.0%,20,1.03,21,4,6.40,65,11,1
Spring ,08/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1992.4,1.0%,20,1.22,24,2,49.84,77,8,7
Spring ,09/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1351.8,0.8%,11,1.30,14,6,92.40,59,5,7
Spring ,10/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1751.6,0.9%,15,1.56,23,7,43.20,37,6,4
Spring ,11/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1964.8,1.0%,19,0.52,10,2,183.12,37,6,3
Spring ,12/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1618.2,1.3%,21,1.20,25,1,90.72,50,6,5
Spring ,13/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1635.2,1.0%,17,0.67,11,1,49.28,43,6,2
Spring ,14/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1357.6,0.9%,12,0.71,8,1,95.76,59,3,4
Spring ,15/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1420.6,0.9%,13,0.77,10,3,14.40,31,6,6
Spring ,16/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1182.6,1.3%,15,1.52,23,1,186.48,38,5,3
Spring ,17/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2061.4,0.9%,19,1.76,33,3,37.60,76,5,8
Spring ,18/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2049.4,0.8%,16,1.60,26,1,45.92,49,14,1
Spring ,19/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1943,1.0%,20,1.67,33,4,95.20,91,6,2
Spring ,20/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1296.4,0.7%,9,1.78,15,3,47.20,88,2,6
Spring ,21/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1752,0.8%,14,2.04,29,6,85.12,98,12,7
Spring ,22/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2108,0.9%,19,1.88,35,6,152.32,70,2,4
Spring ,23/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1752.8,0.5%,9,1.21,11,5,131.04,102,6,2
Spring ,24/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1218.8,0.7%,8,1.23,10,3,112.56,74,6,8
Spring ,25/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2005.4,0.8%,17,2.04,34,4,126.00,71,8,3
Spring ,26/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1384.2,0.9%,12,0.64,8,0,167.44,83,3,1
Spring ,27/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1717.4,0.9%,15,0.54,8,5,45.60,49,2,1
Spring ,28/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1214.2,0.8%,9,0.88,8,4,232.96,66,17,6
Spring ,29/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1275,0.8%,10,2.20,22,6,213.36,92,14,2
Spring ,30/04/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1239.8,0.8%,10,1.79,17,4,246.96,70,2,5
Spring ,01/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1886.6,1.0%,19,0.91,17,2,73.92,92,8,8
Spring ,02/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1628.6,0.8%,14,1.77,24,1,80.64,90,5,5
Spring ,03/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1473,0.8%,11,2.12,23,3,112.00,126,8,5
Spring ,04/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1329.8,0.9%,11,2.08,24,4,43.12,86,2,3
Spring ,05/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1009.8,0.9%,9,1.75,16,2,147.28,54,12,3
Spring ,06/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2000,0.4%,8,1.99,16,6,109.20,79,6,2
Spring ,07/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1170.4,0.9%,11,0.97,10,1,164.64,74,6,6
Spring ,08/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1865.6,0.7%,13,1.12,15,1,206.64,48,18,7
Spring ,09/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,881,0.7%,6,0.91,6,2,78.40,77,6,1
Spring ,10/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1289.4,0.7%,8,0.52,4,1,0.00,76,8,1
Spring ,11/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1873.8,0.8%,16,0.95,15,7,53.76,61,0,3
Spring ,12/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2005,0.7%,14,1.24,17,1,39.76,59,15,1
Spring ,13/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1929.2,0.6%,12,1.10,13,2,0.00,83,14,2
Spring ,14/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1513.4,0.9%,13,1.45,19,6,102.48,80,9,1
Spring ,15/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1546.4,0.8%,12,1.04,12,2,87.36,74,2,2
Spring ,16/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1239.4,0.8%,10,1.00,10,3,82.32,58,12,5
Spring ,17/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1151.6,0.9%,10,1.73,17,2,0.00,90,8,0
Spring ,18/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1832.8,0.7%,12,0.90,11,6,110.88,91,11,7
Spring ,19/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1550.4,0.8%,12,0.63,8,1,0.00,67,6,8
Spring ,20/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1374.6,0.8%,11,1.00,11,5,41.60,80,9,1
Spring ,21/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1940.4,0.9%,17,1.21,21,6,41.44,47,15,1
Spring ,22/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1865.6,0.7%,12,2.03,25,1,0.00,36,0,3
Spring ,23/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1119.8,1.2%,14,0.78,11,6,0.00,106,6,2
Spring ,24/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1591.2,0.9%,14,0.82,11,4,0.00,52,3,0
Spring ,25/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1830.2,0.8%,14,0.90,12,8,0.00,76,8,5
Spring ,26/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1153.4,0.7%,7,1.93,14,2,0.00,58,9,6
Spring ,27/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1703.4,0.6%,11,2.02,21,0,67.20,97,3,5
Spring ,28/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1171.2,1.1%,13,1.68,21,1,40.80,55,11,3
Spring ,29/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1396.8,0.4%,6,1.07,6,7,35.28,116,3,3
Spring ,30/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1690.8,0.9%,15,1.45,22,1,40.32,76,5,5
Spring ,31/05/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2091.6,0.6%,13,0.94,12,1,0.00,91,8,7
Summer ,01/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,471.8,0.9%,4,0.55,2,1,41.60,91,11,9
Summer ,02/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,825.1,0.9%,7,0.91,6,10,42.40,85,9,5
Summer ,03/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1051.3,0.5%,6,0.44,2,3,64.40,59,6,2
Summer ,04/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1297.4,0.7%,9,2.02,18,5,35.84,91,5,5
Summer ,05/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1285.2,0.7%,9,0.86,8,7,12.80,92,11,9
Summer ,06/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,850.5,0.9%,7,1.19,9,6,49.60,70,15,8
Summer ,07/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,736.2,0.9%,7,1.78,12,8,45.60,101,5,7
Summer ,08/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1651.3,0.6%,9,1.41,13,3,48.80,94,8,3
Summer ,09/06/2023,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,209.8,0.6%,1,0.86,1,7,54.88,59,5,5
